Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[14]     0.0    0.00    0.00     100         std::_Function_handler<double (double, double), main::{lambda(double, double)#1}>::_M_invoke(std::_Any_data const&, double&&, std::_Any_data const&) [14]
                0.00    0.00     200/400         double&& std::forward<double>(std::remove_reference<double>::type&) [8]
                0.00    0.00     100/100         std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_get_pointer(std::_Any_data const&) [13]
                0.00    0.00     100/100         main::{lambda(double, double)#1}::operator()(double, double) const [16]
-----------------------------------------------
                0.00    0.00     100/100         std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_get_pointer(std::_Any_data const&) [13]
[15]     0.0    0.00    0.00     100         main::{lambda(double, double)#1} const* std::__addressof<main::{lambda(double, double)#1} const>(main::{lambda(double, double)#1} const&) [15]
-----------------------------------------------
                0.00    0.00     100/100         std::_Function_handler<double (double, double), main::{lambda(double, double)#1}>::_M_invoke(std::_Any_data const&, double&&, std::_Any_data const&) [14]
[16]     0.0    0.00    0.00     100         main::{lambda(double, double)#1}::operator()(double, double) const [16]
-----------------------------------------------
                0.00    0.00      40/80          std::vector<double, std::allocator<double> >::end() [22]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [21]
[17]     0.0    0.00    0.00      80         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [17]
-----------------------------------------------
                0.00    0.00      21/62          Solver::print_solution() [98]
                0.00    0.00      41/62          ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
[18]     0.0    0.00    0.00      62         std::vector<double, std::allocator<double> >::operator[](unsigned long) [18]
-----------------------------------------------
                0.00    0.00      60/60          ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
[19]     0.0    0.00    0.00      60         std::isnan(double) [19]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<double, std::allocator<double> >::back() [23]
[20]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [20]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<double, std::allocator<double> >::back() [23]
[21]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [21]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [17]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<double, std::allocator<double> >::back() [23]
[22]     0.0    0.00    0.00      40         std::vector<double, std::allocator<double> >::end() [22]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [17]
-----------------------------------------------
                0.00    0.00      40/40          ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
[23]     0.0    0.00    0.00      40         std::vector<double, std::allocator<double> >::back() [23]
                0.00    0.00      40/40          std::vector<double, std::allocator<double> >::end() [22]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [21]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [20]
-----------------------------------------------
                0.00    0.00      40/40          ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double) [25]
[24]     0.0    0.00    0.00      40         ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, std::function<double (double, double)> const&)#2}::operator()(double, double, double, std::function<double (double, double)> const&) const [24]
                0.00    0.00      80/100         std::function<double (double, double)>::operator()(double, double) const [10]
-----------------------------------------------
                0.00    0.00      20/20          ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
[25]     0.0    0.00    0.00      20         ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double) [25]
                0.00    0.00      40/40          ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, std::function<double (double, double)> const&)#2}::operator()(double, double, double, std::function<double (double, double)> const&) const [24]
                0.00    0.00      20/20          ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, double, std::function<double (double, double)> const&)#1}::operator()(double, double, double, double, std::function<double (double, double)> const&) const [27]
-----------------------------------------------
                0.00    0.00      20/20          ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
[26]     0.0    0.00    0.00      20         std::isinf(double) [26]
-----------------------------------------------
                0.00    0.00      20/20          ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double) [25]
[27]     0.0    0.00    0.00      20         ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, double, std::function<double (double, double)> const&)#1}::operator()(double, double, double, double, std::function<double (double, double)> const&) const [27]
                0.00    0.00      20/100         std::function<double (double, double)>::operator()(double, double) const [10]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [151]
                0.00    0.00       1/6           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [148]
                0.00    0.00       1/6           double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [149]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::~vector() [46]
[28]     0.0    0.00    0.00       6         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [28]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<double>::~allocator() [30]
[29]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<double>::~new_allocator() [29]
-----------------------------------------------
                0.00    0.00       1/5           Solver::initialise_solution() [99]
                0.00    0.00       1/5           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [147]
                0.00    0.00       3/5           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [42]
[30]     0.0    0.00    0.00       5         std::allocator<double>::~allocator() [30]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<double>::~new_allocator() [29]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<double*>(double*, double*) [34]
[31]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [31]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [151]
                0.00    0.00       3/4           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [44]
[32]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [72]
-----------------------------------------------
                0.00    0.00       1/4           std::unique_ptr<Solver, std::default_delete<Solver> >::~unique_ptr() [120]
                0.00    0.00       3/4           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Solver*> >, std::is_move_constructible<Solver*>, std::is_move_assignable<Solver*> >::value, void>::type std::swap<Solver*>(Solver*&, Solver*&) [169]
[33]     0.0    0.00    0.00       4         std::remove_reference<Solver*&>::type&& std::move<Solver*&>(Solver*&) [33]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [35]
[34]     0.0    0.00    0.00       4         void std::_Destroy<double*>(double*, double*) [34]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [31]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [151]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::~vector() [46]
[35]     0.0    0.00    0.00       4         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [35]
                0.00    0.00       4/4           void std::_Destroy<double*>(double*, double*) [34]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<double>::allocator() [39]
[36]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<double>::new_allocator() [36]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [141]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [52]
[37]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<double>::max_size() const [37]
-----------------------------------------------
                0.00    0.00       1/3           ImplicitEuler::solve(std::function<double (double, double)> const&) [94]
                0.00    0.00       1/3           Solver::print_solution() [98]
                0.00    0.00       1/3           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [151]
[38]     0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::size() const [38]
-----------------------------------------------
                0.00    0.00       1/3           Solver::initialise_solution() [99]
                0.00    0.00       2/3           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [68]
[39]     0.0    0.00    0.00       3         std::allocator<double>::allocator() [39]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<double>::new_allocator() [36]
-----------------------------------------------
                0.00    0.00       3/3           std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [41]
[40]     0.0    0.00    0.00       3         std::_Head_base<0ul, ImplicitEuler*, false>::_M_head(std::_Head_base<0ul, ImplicitEuler*, false>&) [40]
-----------------------------------------------
                0.00    0.00       3/3           ImplicitEuler*& std::__get_helper<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [47]
[41]     0.0    0.00    0.00       3         std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [41]
                0.00    0.00       3/3           std::_Head_base<0ul, ImplicitEuler*, false>::_M_head(std::_Head_base<0ul, ImplicitEuler*, false>&) [40]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [44]
[42]     0.0    0.00    0.00       3         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00       3/5           std::allocator<double>::~allocator() [30]
-----------------------------------------------
                0.00    0.00       1/3           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [128]
                0.00    0.00       2/3           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [68]
[43]     0.0    0.00    0.00       3         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [43]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::~vector() [46]
[44]     0.0    0.00    0.00       3         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [44]
                0.00    0.00       3/4           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
                0.00    0.00       3/3           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [42]
-----------------------------------------------
                0.00    0.00       1/3           std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::~unique_ptr() [118]
                0.00    0.00       1/3           std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::release() [116]
                0.00    0.00       1/3           std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::__uniq_ptr_impl(ImplicitEuler*) [140]
[45]     0.0    0.00    0.00       3         std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::_M_ptr() [45]
                0.00    0.00       3/3           std::tuple_element<0ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type& std::get<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [48]
-----------------------------------------------
                0.00    0.00       1/3           main [6]
                0.00    0.00       1/3           Solver::~Solver() [101]
                0.00    0.00       1/3           Solver::initialise_solution() [99]
[46]     0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::~vector() [46]
                0.00    0.00       3/6           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [28]
                0.00    0.00       3/4           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [35]
                0.00    0.00       3/3           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [44]
-----------------------------------------------
                0.00    0.00       3/3           std::tuple_element<0ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type& std::get<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [48]
[47]     0.0    0.00    0.00       3         ImplicitEuler*& std::__get_helper<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [47]
                0.00    0.00       3/3           std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [41]
-----------------------------------------------
                0.00    0.00       3/3           std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::_M_ptr() [45]
[48]     0.0    0.00    0.00       3         std::tuple_element<0ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type& std::get<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [48]
                0.00    0.00       3/3           ImplicitEuler*& std::__get_helper<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&) [47]
-----------------------------------------------
                0.00    0.00       1/3           std::function<double (double, double)>::function<main::{lambda(double, double)#1}, void, void>(main::{lambda(double, double)#1}) [152]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_init_functor(std::_Any_data&, {lambda(double, double)#1}&&) [133]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_init_functor(std::_Any_data&, {lambda(double, double)#1}&&, std::integral_constant<bool, true>) [134]
[49]     0.0    0.00    0.00       3         std::remove_reference<main::{lambda(double, double)#1}&>::type&& std::move<main::{lambda(double, double)#1}&>(std::remove_reference&&) [49]
-----------------------------------------------
                0.00    0.00       3/3           std::_MakeUniq<ImplicitEuler>::__single_object std::make_unique<ImplicitEuler, double&, double&, double&>(double&, double&, double&) [156]
[50]     0.0    0.00    0.00       3         double& std::forward<double&>(std::remove_reference<double&>::type&) [50]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [72]
[51]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [73]
[52]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [52]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<double>::max_size() const [37]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<double>::allocator(std::allocator<double> const&) [59]
[53]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [53]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::begin() const [109]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::end() const [108]
[54]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [54]
-----------------------------------------------
                0.00    0.00       2/2           double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [80]
[55]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [55]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<Solver, std::default_delete<Solver> >::operator->() const [57]
[56]     0.0    0.00    0.00       2         std::unique_ptr<Solver, std::default_delete<Solver> >::get() const [56]
                0.00    0.00       2/2           std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_ptr() const [58]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[57]     0.0    0.00    0.00       2         std::unique_ptr<Solver, std::default_delete<Solver> >::operator->() const [57]
                0.00    0.00       2/2           std::unique_ptr<Solver, std::default_delete<Solver> >::get() const [56]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<Solver, std::default_delete<Solver> >::get() const [56]
[58]     0.0    0.00    0.00       2         std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_ptr() const [58]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type const& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> > const&) [83]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [147]
                0.00    0.00       1/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [128]
[59]     0.0    0.00    0.00       2         std::allocator<double>::allocator(std::allocator<double> const&) [59]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [53]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&) [64]
[60]     0.0    0.00    0.00       2         std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false> const&) [60]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&) [65]
[61]     0.0    0.00    0.00       2         std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false>&) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Solver> >&) [66]
[62]     0.0    0.00    0.00       2         std::_Head_base<1ul, std::default_delete<Solver>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Solver>, true>&) [62]
-----------------------------------------------
                0.00    0.00       1/2           std::unique_ptr<Solver, std::default_delete<Solver> >::~unique_ptr() [120]
                0.00    0.00       1/2           std::enable_if<std::__and_<std::__and_<std::is_convertible<std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::pointer, Solver*>, std::__not_<std::is_array<ImplicitEuler> > >, std::is_assignable<std::default_delete<Solver>&, std::default_delete<ImplicitEuler>&&> >::value, std::unique_ptr<Solver, std::default_delete<Solver> >&>::type std::unique_ptr<Solver, std::default_delete<Solver> >::operator=<ImplicitEuler, std::default_delete<ImplicitEuler> >(std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >&&) [121]
[63]     0.0    0.00    0.00       2         std::unique_ptr<Solver, std::default_delete<Solver> >::get_deleter() [63]
                0.00    0.00       2/2           std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_deleter() [70]
-----------------------------------------------
                0.00    0.00       2/2           Solver* const& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&) [76]
[64]     0.0    0.00    0.00       2         std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&) [64]
                0.00    0.00       2/2           std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false> const&) [60]
-----------------------------------------------
                0.00    0.00       2/2           Solver*& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&) [77]
[65]     0.0    0.00    0.00       2         std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&) [65]
                0.00    0.00       2/2           std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false>&) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::default_delete<Solver>& std::__get_helper<1ul, std::default_delete<Solver>>(std::_Tuple_impl<1ul, std::default_delete<Solver>>&) [78]
[66]     0.0    0.00    0.00       2         std::_Tuple_impl<1ul, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Solver> >&) [66]
                0.00    0.00       2/2           std::_Head_base<1ul, std::default_delete<Solver>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Solver>, true>&) [62]
-----------------------------------------------
                0.00    0.00       1/2           double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [149]
                0.00    0.00       1/2           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [129]
[67]     0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [67]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [73]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [69]
[68]     0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [68]
                0.00    0.00       2/3           std::allocator<double>::allocator() [39]
                0.00    0.00       2/3           std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [43]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::vector() [74]
[69]     0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [69]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [68]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<Solver, std::default_delete<Solver> >::get_deleter() [63]
[70]     0.0    0.00    0.00       2         std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_deleter() [70]
                0.00    0.00       2/2           std::tuple_element<1ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<1ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&) [85]
-----------------------------------------------
                0.00    0.00       1/2           std::unique_ptr<Solver, std::default_delete<Solver> >::~unique_ptr() [120]
                0.00    0.00       1/2           std::unique_ptr<Solver, std::default_delete<Solver> >::reset(Solver*) [119]
[71]     0.0    0.00    0.00       2         std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_ptr() [71]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&) [84]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
[72]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [72]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [67]
[73]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [73]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [52]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           Solver::Solver(double, double, double) [100]
[74]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >::vector() [74]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [69]
-----------------------------------------------
                0.00    0.00       1/2           std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_init_functor(std::_Any_data&, {lambda(double, double)#1}&&, std::integral_constant<bool, true>) [134]
                0.00    0.00       1/2           main::{lambda(double, double)#1}& std::_Any_data::_M_access<main::{lambda(double, double)#1}>() [154]
[75]     0.0    0.00    0.00       2         std::_Any_data::_M_access() [75]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type const& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> > const&) [83]
[76]     0.0    0.00    0.00       2         Solver* const& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&) [76]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&) [64]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&) [84]
[77]     0.0    0.00    0.00       2         Solver*& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&) [77]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&) [65]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<1ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<1ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&) [85]
[78]     0.0    0.00    0.00       2         std::default_delete<Solver>& std::__get_helper<1ul, std::default_delete<Solver>>(std::_Tuple_impl<1ul, std::default_delete<Solver>>&) [78]
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Solver> >&) [66]
-----------------------------------------------
                0.00    0.00       2/2           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [168]
[79]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [79]
-----------------------------------------------
